trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.65, 'e': 0.98311970566501738}",30,20,-2.25616818034315,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.65, 'e': 0.98293625063023149}",20,7,-32.96171090027119,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
186,False,"{'a': 0.65, 'e': 0.9827518126592768}",30,0,-83.86482704977414,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
187,False,"{'a': 0.65, 'e': 0.98256639193659145}",30,0,-169.26375065312754,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",0
188,False,"{'a': 0.65, 'e': 0.9823799886475959}",35,0,-160.4805485445861,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
189,False,"{'a': 0.65, 'e': 0.98219260297869371}",20,0,-145.01424441180828,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
190,False,"{'a': 0.65, 'e': 0.98200423511727031}",25,0,-83.26907229936137,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
191,False,"{'a': 0.65, 'e': 0.98181488525169369}",20,0,-91.21538846961406,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
192,False,"{'a': 0.65, 'e': 0.98162455357131351}",25,0,-104.25584915546693,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
193,False,"{'a': 0.65, 'e': 0.98143324026646173}",25,0,-185.5765287363397,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
194,False,"{'a': 0.65, 'e': 0.98124094552845131}",20,0,-184.41605261614856,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
195,False,"{'a': 0.65, 'e': 0.98104766954957723}",25,2,-82.8006305314005,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
196,False,"{'a': 0.65, 'e': 0.98085341252311531}",25,4,-31.155513265063014,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 0}",1
197,False,"{'a': 0.65, 'e': 0.98065817464332261}",30,0,-110.9310295293204,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
198,False,"{'a': 0.65, 'e': 0.98046195610543707}",25,0,-116.69414740861507,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
199,False,"{'a': 0.65, 'e': 0.98026475710567706}",20,0,-165.99420213266825,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
200,False,"{'a': 0.65, 'e': 0.98006657784124163}",20,0,-121.93782657468458,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
201,False,"{'a': 0.65, 'e': 0.97986741851031001}",20,2,-98.05876627719604,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
202,False,"{'a': 0.65, 'e': 0.97966727931204156}",30,0,-130.39932264067977,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
203,False,"{'a': 0.65, 'e': 0.97946616044657542}",25,0,-198.33035879196933,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
204,False,"{'a': 0.65, 'e': 0.97926406211503048}",25,0,-53.16182449420918,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.65, 'e': 0.97906098451950507}",20,0,-128.22754499865937,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
206,False,"{'a': 0.65, 'e': 0.97885692786307665}",25,0,-155.5914833208336,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
207,False,"{'a': 0.65, 'e': 0.97865189234980199}",30,0,-142.65720136285194,"{0: 14, 1: 3, 2: 12, 3: 1, 4: 0}",0
208,False,"{'a': 0.65, 'e': 0.97844587818471651}",20,5,-75.6518772668581,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
209,False,"{'a': 0.65, 'e': 0.97823888557383443}",25,0,-47.499357660821275,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
210,False,"{'a': 0.65, 'e': 0.97803091472414827}",20,0,-52.89279811304294,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
211,False,"{'a': 0.65, 'e': 0.9778219658436289}",20,0,-77.86523535253235,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
212,False,"{'a': 0.65, 'e': 0.97761203914122508}",20,0,-13.682875901841797,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.65, 'e': 0.97740113482686364}",20,0,-82.77134549285411,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
214,False,"{'a': 0.65, 'e': 0.97718925311144889}",20,0,-129.01441007034563,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
215,False,"{'a': 0.65, 'e': 0.97697639420686233}",20,0,-90.29443760954709,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
216,False,"{'a': 0.65, 'e': 0.97676255832596315}",25,0,-130.33458225282263,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
217,False,"{'a': 0.65, 'e': 0.97654774568258695}",25,0,-37.68542888134132,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
218,False,"{'a': 0.65, 'e': 0.97633195649154636}",20,0,-33.50003210514065,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.65, 'e': 0.97611519096863075}",20,0,-112.8616439273001,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
220,False,"{'a': 0.65, 'e': 0.97589744933060552}",25,0,-92.69598445639626,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
221,False,"{'a': 0.65, 'e': 0.97567873179521225}",25,0,-215.35519897477462,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
222,False,"{'a': 0.65, 'e': 0.97545903858116845}",20,2,-170.7281763080252,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 3}",1
223,False,"{'a': 0.65, 'e': 0.97523836990816737}",25,0,-179.2662006979473,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
224,False,"{'a': 0.65, 'e': 0.97501672599687772}",20,0,-27.668081535683633,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
225,False,"{'a': 0.65, 'e': 0.97479410706894332}",20,0,-130.41755552319862,"{0: 8, 1: 2, 2: 7, 3: 3, 4: 0}",0
226,False,"{'a': 0.65, 'e': 0.97457051334698297}",25,0,-166.17283614722024,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
227,False,"{'a': 0.65, 'e': 0.9743459450545906}",20,0,-50.44202511553024,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.65, 'e': 0.97412040241633435}",20,13,-0.164116384483058,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.65, 'e': 0.97389388565775681}",20,0,-101.35860499505876,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
230,False,"{'a': 0.65, 'e': 0.97366639500537489}",30,0,-133.2747734204294,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
231,False,"{'a': 0.65, 'e': 0.97343793068667894}",25,0,-159.00732893331949,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
232,False,"{'a': 0.65, 'e': 0.97320849293013356}",20,0,-161.0863444724115,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
233,False,"{'a': 0.65, 'e': 0.97297808196517621}",20,0,-116.4355917244162,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
234,False,"{'a': 0.65, 'e': 0.97274669802221814}",20,14,11.282089239858067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.65, 'e': 0.97251434133264303}",20,0,-38.63323198910257,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
236,False,"{'a': 0.65, 'e': 0.97228101212880758}",20,0,-129.62707292283898,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
237,False,"{'a': 0.65, 'e': 0.97204671064404113}",30,0,-160.3277044248794,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",0
238,False,"{'a': 0.65, 'e': 0.97181143711264495}",30,0,-123.8590992748679,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
239,False,"{'a': 0.65, 'e': 0.97157519176989271}",30,10,-139.70635010291466,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",1
240,False,"{'a': 0.65, 'e': 0.97133797485202955}",20,0,-45.9348053493035,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.65, 'e': 0.97109978659627261}",20,0,-92.07880272334657,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
242,False,"{'a': 0.65, 'e': 0.97086062724081001}",20,0,-98.2859799869865,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
243,False,"{'a': 0.65, 'e': 0.97062049702480102}",25,12,-34.34538971946126,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
244,False,"{'a': 0.65, 'e': 0.97037939618837588}",20,0,-99.0878982504684,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.65, 'e': 0.97013732497263538}",25,0,-111.55140938517145,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
246,False,"{'a': 0.65, 'e': 0.9698942836196508}",30,0,-181.0855582905181,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
247,False,"{'a': 0.65, 'e': 0.96965027237246337}",30,0,-160.47605474485516,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
248,False,"{'a': 0.65, 'e': 0.96940529147508447}",20,0,-122.45363056934691,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
249,False,"{'a': 0.65, 'e': 0.9691593411724948}",25,0,-93.73228117008199,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
250,False,"{'a': 0.65, 'e': 0.96891242171064473}",25,0,-82.24575561920405,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
251,False,"{'a': 0.65, 'e': 0.96866453333645375}",25,0,-124.50910008785928,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
252,False,"{'a': 0.65, 'e': 0.96841567629781011}",20,0,-49.22340249615723,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
253,False,"{'a': 0.65, 'e': 0.96816585084357087}",25,0,-61.653056156194566,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
254,False,"{'a': 0.65, 'e': 0.96791505722356153}",30,0,-69.94481705100584,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
255,False,"{'a': 0.65, 'e': 0.96766329568857556}",20,0,-117.96867281278872,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
256,False,"{'a': 0.65, 'e': 0.9674105664903746}",25,0,-192.45403987678748,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
257,False,"{'a': 0.65, 'e': 0.9671568698816877}",20,0,-170.120940684876,"{0: 7, 1: 3, 2: 6, 3: 3, 4: 1}",0
258,False,"{'a': 0.65, 'e': 0.96690220611621158}",20,0,-88.00470142236465,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
259,False,"{'a': 0.65, 'e': 0.96664657544860977}",20,0,-62.35625485578005,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
260,False,"{'a': 0.65, 'e': 0.96638997813451322}",25,0,-116.96249414779071,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
261,False,"{'a': 0.65, 'e': 0.966132414430519}",25,15,-31.246159308215105,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.65, 'e': 0.96587388459419088}",20,0,-93.74920569996159,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
263,False,"{'a': 0.65, 'e': 0.96561438888405871}",20,0,-103.01453735170382,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
264,False,"{'a': 0.65, 'e': 0.96535392755961802}",20,0,-95.90287649121834,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
265,False,"{'a': 0.65, 'e': 0.96509250088133025}",25,0,-182.31903015953114,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
266,False,"{'a': 0.65, 'e': 0.96483010911062206}",25,9,-142.05327951224766,"{0: 5, 1: 2, 2: 6, 3: 2, 4: 1}",1
267,False,"{'a': 0.65, 'e': 0.96456675250988511}",25,0,-114.16646381129516,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
268,False,"{'a': 0.65, 'e': 0.96430243134247606}",25,0,-86.68254720843557,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.65, 'e': 0.96403714587271605}",20,0,-141.59636337978128,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
270,False,"{'a': 0.65, 'e': 0.96377089636589053}",20,8,-126.36057516167355,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 2}",1
271,False,"{'a': 0.65, 'e': 0.96350368308824885}",20,0,-90.01920860884357,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
272,False,"{'a': 0.65, 'e': 0.9632355063070045}",25,3,-81.44144014884581,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
273,False,"{'a': 0.65, 'e': 0.96296636629033405}",25,0,-93.3606258762788,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
274,False,"{'a': 0.65, 'e': 0.96269626330737756}",30,0,-147.25364048337448,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
275,False,"{'a': 0.65, 'e': 0.96242519762823797}",20,0,-82.74490139799308,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
276,False,"{'a': 0.65, 'e': 0.96215316952398089}",20,0,-103.36439549064117,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
277,False,"{'a': 0.65, 'e': 0.96188017926663461}",20,0,-190.0651429673102,"{0: 7, 1: 4, 2: 4, 3: 3, 4: 2}",0
278,False,"{'a': 0.65, 'e': 0.96160622712918908}",25,0,-125.37505452076438,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
279,False,"{'a': 0.65, 'e': 0.96133131338559663}",25,0,-175.0620295482332,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
280,False,"{'a': 0.65, 'e': 0.96105543831077089}",35,0,-171.3204041843915,"{0: 25, 1: 4, 2: 2, 3: 0, 4: 4}",0
281,False,"{'a': 0.65, 'e': 0.96077860218058697}",20,0,-134.6859754297056,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
282,False,"{'a': 0.65, 'e': 0.96050080527188098}",20,0,-63.20145431067839,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
283,False,"{'a': 0.65, 'e': 0.96022204786244958}",25,0,-201.86467701682693,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
284,False,"{'a': 0.65, 'e': 0.95994233023105047}",25,5,-136.57575574857154,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",1
285,False,"{'a': 0.65, 'e': 0.95966165265740111}",25,0,-51.365584097186584,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
286,False,"{'a': 0.65, 'e': 0.95938001542217899}",35,0,-119.94386683656089,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
287,False,"{'a': 0.65, 'e': 0.95909741880702148}",20,0,-231.3913350887243,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 4}",0
288,False,"{'a': 0.65, 'e': 0.9588138630945251}",20,0,-128.9643220607491,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
289,False,"{'a': 0.65, 'e': 0.95852934856824545}",20,0,-193.58784701452845,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
290,False,"{'a': 0.65, 'e': 0.95824387551269719}",25,0,-107.78335250175671,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
291,False,"{'a': 0.65, 'e': 0.95795744421335316}",30,0,-110.71110582814025,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
292,False,"{'a': 0.65, 'e': 0.95767005495664481}",35,0,-98.88588726714862,"{0: 23, 1: 6, 2: 4, 3: 1, 4: 1}",0
293,False,"{'a': 0.65, 'e': 0.95738170802996136}",20,0,-82.10223866599964,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
294,False,"{'a': 0.65, 'e': 0.95709240372164961}",20,0,-7.829080981948703,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.65, 'e': 0.9568021423210139}",20,0,-144.86796663783218,"{0: 11, 1: 0, 2: 4, 3: 4, 4: 1}",0
296,False,"{'a': 0.65, 'e': 0.95651092411831562}",25,0,-139.7298490869941,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
297,False,"{'a': 0.65, 'e': 0.95621874940477292}",20,0,-38.59996098676925,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
298,False,"{'a': 0.65, 'e': 0.95592561847256052}",25,13,-29.859067622256582,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
299,False,"{'a': 0.65, 'e': 0.95563153161480929}",20,15,6.360536382799632,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.65, 'e': 0.95533648912560598}",30,11,-81.76266480623829,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 1}",1
301,False,"{'a': 0.65, 'e': 0.95504049129999324}",30,12,-110.23007119965463,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 1}",1
302,False,"{'a': 0.65, 'e': 0.95474353843396886}",25,0,-94.95405444493205,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
303,False,"{'a': 0.65, 'e': 0.95444563082448552}",20,0,-69.04267364417554,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
304,False,"{'a': 0.65, 'e': 0.95414676876945093}",25,0,-105.22950016823391,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
305,False,"{'a': 0.65, 'e': 0.95384695256772711}",20,0,-33.05602709112431,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.65, 'e': 0.95354618251913015}",25,0,-85.52867244137742,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
307,False,"{'a': 0.65, 'e': 0.9532444589244301}",30,0,-147.57502106183722,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
308,False,"{'a': 0.65, 'e': 0.95294178208535063}",25,0,-162.6353444857346,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
309,False,"{'a': 0.65, 'e': 0.9526381523045685}",25,8,-57.835278108528165,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
310,False,"{'a': 0.65, 'e': 0.95233356988571338}",30,0,-165.31011031241854,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
311,False,"{'a': 0.65, 'e': 0.95202803513336776}",20,0,-181.149180337732,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
312,False,"{'a': 0.65, 'e': 0.95172154835306644}",20,0,-103.18478514374559,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
313,False,"{'a': 0.65, 'e': 0.95141410985129593}",30,0,-174.94865422790713,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
314,False,"{'a': 0.65, 'e': 0.95110571993549498}",30,0,-58.98500225900594,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
315,False,"{'a': 0.65, 'e': 0.95079637891405322}",20,0,4.802650209265021,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.65, 'e': 0.95048608709631188}",20,0,-167.33197584237024,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
317,False,"{'a': 0.65, 'e': 0.95017484479256265}",20,0,-151.6528155283177,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
318,False,"{'a': 0.65, 'e': 0.94986265231404776}",30,0,-210.87610083309056,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
319,False,"{'a': 0.65, 'e': 0.94954950997295973}",20,0,-108.70518102729025,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
320,False,"{'a': 0.65, 'e': 0.94923541808244083}",25,0,-112.35480321239659,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
321,False,"{'a': 0.65, 'e': 0.94892037695658304}",20,0,-155.94336700452416,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
322,False,"{'a': 0.65, 'e': 0.94860438691042726}",30,0,-166.14902673092928,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
323,False,"{'a': 0.65, 'e': 0.94828744825996369}",25,0,-115.1899341336221,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
324,False,"{'a': 0.65, 'e': 0.94796956132213084}",20,0,-143.9189135839112,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
325,False,"{'a': 0.65, 'e': 0.94765072641481574}",25,0,-108.79251350528264,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
326,False,"{'a': 0.65, 'e': 0.94733094385685312}",25,0,-158.51124467784354,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
327,False,"{'a': 0.65, 'e': 0.94701021396802565}",25,0,-44.93379477881545,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
328,False,"{'a': 0.65, 'e': 0.94668853706906309}",20,0,-117.91394843960535,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
329,False,"{'a': 0.65, 'e': 0.94636591348164234}",20,10,-85.66458296837986,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 1}",1
330,False,"{'a': 0.65, 'e': 0.94604234352838701}",20,0,-29.176080833838338,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
331,False,"{'a': 0.65, 'e': 0.94571782753286693}",20,0,-106.44337064389168,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
332,False,"{'a': 0.65, 'e': 0.94539236581959818}",20,3,-28.692689381862067,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.65, 'e': 0.94506595871404231}",25,0,-67.03171316509375,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",1
334,False,"{'a': 0.65, 'e': 0.94473860654260655}",30,0,-221.41433581495718,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
335,False,"{'a': 0.65, 'e': 0.94441030963264305}",30,0,-172.88468127798475,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
336,False,"{'a': 0.65, 'e': 0.94408106831244853}",35,5,-108.77959263591995,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",1
337,False,"{'a': 0.65, 'e': 0.9437508829112643}",20,0,-43.52057861104441,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
338,False,"{'a': 0.65, 'e': 0.94341975375927589}",20,0,-113.49989167826078,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
339,False,"{'a': 0.65, 'e': 0.94308768118761233}",25,0,-106.96551742563418,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
340,False,"{'a': 0.65, 'e': 0.94275466552834619}",20,0,-80.18880471570472,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
341,False,"{'a': 0.65, 'e': 0.94242070711449311}",20,0,-55.23281057804443,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
342,False,"{'a': 0.65, 'e': 0.94208580628001137}",20,0,-83.5393758287983,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
343,False,"{'a': 0.65, 'e': 0.94174996335980199}",20,0,-80.39206718326598,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
344,False,"{'a': 0.65, 'e': 0.94141317868970753}",20,0,-61.45352251416977,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
345,False,"{'a': 0.65, 'e': 0.94107545260651304}",30,0,-113.92579731799728,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
346,False,"{'a': 0.65, 'e': 0.94073678544794426}",35,0,-189.51918404227908,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 4}",0
347,False,"{'a': 0.65, 'e': 0.94039717755266838}",30,0,-105.54325626794406,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
348,False,"{'a': 0.65, 'e': 0.94005662926029343}",30,0,-79.35649653643821,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
349,False,"{'a': 0.65, 'e': 0.93971514091136743}",20,0,-121.53021280396835,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
350,False,"{'a': 0.65, 'e': 0.93937271284737889}",20,0,-67.69362160777179,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.65, 'e': 0.93902934541075578}",25,3,-28.76437588286699,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
352,False,"{'a': 0.65, 'e': 0.93868503894486555}",20,0,-38.698617431558915,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
353,False,"{'a': 0.65, 'e': 0.93833979379401455}",20,0,-82.06356728402059,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
354,False,"{'a': 0.65, 'e': 0.93799361030344797}",20,0,-119.58539278226161,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
355,False,"{'a': 0.65, 'e': 0.93764648881934931}",25,0,-185.36842660646116,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
356,False,"{'a': 0.65, 'e': 0.93729842968883992}",25,0,-170.19004535922866,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
357,False,"{'a': 0.65, 'e': 0.93694943325997893}",30,15,-18.511986764575568,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
358,False,"{'a': 0.65, 'e': 0.93659949988176272}",25,0,-76.97222131032946,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
359,False,"{'a': 0.65, 'e': 0.93624862990412472}",25,0,-42.29587618406111,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
360,False,"{'a': 0.65, 'e': 0.93589682367793481}",20,0,-93.7635218350598,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
361,False,"{'a': 0.65, 'e': 0.93554408155499935}",25,0,-141.16255709514306,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
362,False,"{'a': 0.65, 'e': 0.93519040388806018}",30,3,-240.1760029421589,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 5}",1
363,False,"{'a': 0.65, 'e': 0.93483579103079506}",20,0,-108.09137648939826,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
364,False,"{'a': 0.65, 'e': 0.93448024333781676}",20,16,8.878340117679802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.65, 'e': 0.93412376116467311}",35,0,-132.3259530839953,"{0: 25, 1: 1, 2: 7, 3: 0, 4: 2}",0
366,False,"{'a': 0.65, 'e': 0.93376634486784604}",30,0,-56.78456027870815,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
